File_path,File_name,Instrument,Start_time,End_time,Index,Instrument_encoded,Instrument_0,Instrument_1,Instrument_2,Instrument_3,Instrument_4
/content/drive/MyDrive/Drums/closedhat_0035.wav,closedhat_0035,Closed Hat,0,0.10099773242630386,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0196.wav,closedhat_0196,Closed Hat,0,0.1254875283446712,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0038.wav,openhat_0038,Open Hat,0,0.42412698412698413,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0030.wav,kick_0030,Kick,0,0.187437641723356,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0063.wav,openhat_0063,Open Hat,0,0.852562358276644,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0045.wav,closedhat_0045,Closed Hat,0,0.12272108843537415,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0004.wav,kick_0004,Kick,0,0.6836281179138322,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0070.wav,closedhat_0070,Closed Hat,0,0.1875283446712018,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0356.wav,kick_0356,Kick,0,0.30036281179138324,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0076.wav,kick_0076,Kick,0,0.5745124716553288,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0369.wav,kick_0369,Kick,0,0.7430385487528345,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0228.wav,kick_0228,Kick,0,0.15963718820861678,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0029.wav,kick_0029,Kick,0,0.39755102040816326,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0235.wav,kick_0235,Kick,0,0.17950113378684807,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0215.wav,kick_0215,Kick,0,0.18022675736961452,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0176.wav,closedhat_0176,Closed Hat,0,0.6428571428571429,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0070.wav,kick_0070,Kick,0,0.3741950113378685,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0175.wav,kick_0175,Kick,0,0.3415873015873016,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0044.wav,closedhat_0044,Closed Hat,0,0.10929705215419501,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0007.wav,openhat_0007,Open Hat,0,0.6628571428571428,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0089.wav,closedhat_0089,Closed Hat,0,0.16072562358276643,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0352.wav,kick_0352,Kick,0,0.7430385487528345,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0067.wav,kick_0067,Kick,0,0.3982312925170068,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0050.wav,openhat_0050,Open Hat,0,0.49238095238095236,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0188.wav,kick_0188,Kick,0,0.17197278911564626,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0158.wav,closedhat_0158,Closed Hat,0,0.4545578231292517,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0098.wav,openhat_0098,Open Hat,0,0.4424489795918367,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0274.wav,kick_0274,Kick,0,0.3509750566893424,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0154.wav,closedhat_0154,Closed Hat,0,0.05691609977324263,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0028.wav,kick_0028,Kick,0,0.22276643990929706,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0300.wav,kick_0300,Kick,0,0.5759637188208617,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0075.wav,closedhat_0075,Closed Hat,0,0.16965986394557822,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0290.wav,kick_0290,Kick,0,0.42857142857142855,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0140.wav,closedhat_0140,Closed Hat,0,0.030204081632653063,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0110.wav,kick_0110,Kick,0,0.5242630385487528,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0204.wav,closedhat_0204,Closed Hat,0,0.09061224489795919,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0217.wav,kick_0217,Kick,0,0.5142857142857142,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0160.wav,kick_0160,Kick,0,0.3183673469387755,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0036.wav,closedhat_0036,Closed Hat,0,0.3146485260770975,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0359.wav,kick_0359,Kick,0,0.48916099773242633,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0236.wav,kick_0236,Kick,0,0.12349206349206349,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0052.wav,closedhat_0052,Closed Hat,0,0.17555555555555555,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0019.wav,openhat_0019,Open Hat,0,1.7268480725623583,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0406.wav,kick_0406,Kick,0,1.5425396825396824,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0377.wav,kick_0377,Kick,0,0.9838095238095238,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0395.wav,kick_0395,Kick,0,1.1288888888888888,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0028.wav,closedhat_0028,Closed Hat,0,0.33369614512471657,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0345.wav,kick_0345,Kick,0,0.7430385487528345,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0099.wav,closedhat_0099,Closed Hat,0,0.0764172335600907,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0226.wav,closedhat_0226,Closed Hat,0,0.42857142857142855,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0238.wav,closedhat_0238,Closed Hat,0,1.8461678004535147,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0115.wav,kick_0115,Kick,0,0.8119274376417234,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0407.wav,kick_0407,Kick,0,1.0960544217687074,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0013.wav,closedhat_0013,Closed Hat,0,0.26353741496598637,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0230.wav,closedhat_0230,Closed Hat,0,1.8461678004535147,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0114.wav,kick_0114,Kick,0,0.9975963718820862,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0122.wav,closedhat_0122,Closed Hat,0,0.9375056689342404,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0064.wav,kick_0064,Kick,0,0.3964172335600907,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0184.wav,kick_0184,Kick,0,0.1908390022675737,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0330.wav,kick_0330,Kick,0,0.3965532879818594,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0102.wav,kick_0102,Kick,0,0.23546485260770975,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0152.wav,kick_0152,Kick,0,0.173015873015873,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0172.wav,closedhat_0172,Closed Hat,0,0.5357369614512472,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0338.wav,kick_0338,Kick,0,0.20984126984126983,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0074.wav,openhat_0074,Open Hat,0,0.9767346938775511,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0004.wav,closedhat_0004,Closed Hat,0,0.07859410430839002,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0212.wav,kick_0212,Kick,0,0.3461224489795918,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0336.wav,kick_0336,Kick,0,0.6785941043083901,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0026.wav,closedhat_0026,Closed Hat,0,0.2980045351473923,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0111.wav,closedhat_0111,Closed Hat,0,0.20095238095238097,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0244.wav,kick_0244,Kick,0,0.3272562358276644,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0109.wav,closedhat_0109,Closed Hat,0,0.18430839002267574,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0096.wav,kick_0096,Kick,0,0.6500226757369615,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0163.wav,closedhat_0163,Closed Hat,0,4.071428571428571,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0190.wav,closedhat_0190,Closed Hat,0,0.214421768707483,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0229.wav,kick_0229,Kick,0,0.1676190476190476,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0041.wav,kick_0041,Kick,0,0.33433106575963717,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0092.wav,closedhat_0092,Closed Hat,0,0.11165532879818595,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0295.wav,kick_0295,Kick,0,0.2931065759637188,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0372.wav,kick_0372,Kick,0,0.7430385487528345,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0192.wav,closedhat_0192,Closed Hat,0,0.1345578231292517,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0142.wav,kick_0142,Kick,0,0.1456235827664399,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0093.wav,openhat_0093,Open Hat,0,0.32571428571428573,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0221.wav,closedhat_0221,Closed Hat,0,0.10916099773242631,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0146.wav,closedhat_0146,Closed Hat,0,0.028662131519274377,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0386.wav,kick_0386,Kick,0,1.0239909297052154,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0046.wav,closedhat_0046,Closed Hat,0,0.18603174603174602,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0202.wav,kick_0202,Kick,0,0.17673469387755103,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0031.wav,kick_0031,Kick,0,0.40235827664399093,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0149.wav,closedhat_0149,Closed Hat,0,0.07301587301587302,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0150.wav,kick_0150,Kick,0,0.1271655328798186,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0204.wav,kick_0204,Kick,0,0.5003628117913832,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0021.wav,closedhat_0021,Closed Hat,0,0.578140589569161,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0104.wav,openhat_0104,Open Hat,0,0.11682539682539683,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0318.wav,kick_0318,Kick,0,0.589342403628118,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0143.wav,closedhat_0143,Closed Hat,0,0.06285714285714286,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0108.wav,openhat_0108,Open Hat,0,0.5542857142857143,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0190.wav,kick_0190,Kick,0,0.09668934240362811,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0144.wav,kick_0144,Kick,0,0.1927891156462585,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0148.wav,kick_0148,Kick,0,0.1236281179138322,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0054.wav,closedhat_0054,Closed Hat,0,0.08290249433106577,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0107.wav,openhat_0107,Open Hat,0,0.47931972789115646,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0210.wav,kick_0210,Kick,0,0.6822675736961451,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0120.wav,kick_0120,Kick,0,1.1235827664399094,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0043.wav,closedhat_0043,Closed Hat,0,0.18480725623582767,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0176.wav,kick_0176,Kick,0,0.212562358276644,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0162.wav,kick_0162,Kick,0,0.27414965986394557,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0040.wav,closedhat_0040,Closed Hat,0,0.18666666666666668,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0095.WAV,openhat_0095,Open Hat,0,0.25002267573696146,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0037.wav,closedhat_0037,Closed Hat,0,0.13927437641723356,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0170.wav,closedhat_0170,Closed Hat,0,0.6428571428571429,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0018.wav,kick_0018,Kick,0,0.25691609977324265,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0064.wav,closedhat_0064,Closed Hat,0,0.19868480725623583,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0380.wav,kick_0380,Kick,0,0.3205442176870748,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0062.wav,openhat_0062,Open Hat,0,1.1838095238095239,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0114.wav,closedhat_0114,Closed Hat,0,0.18843537414965986,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0155.wav,kick_0155,Kick,0,0.2625396825396825,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0364.wav,kick_0364,Kick,0,0.6826757369614512,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0259.wav,kick_0259,Kick,0,0.4506122448979592,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0179.wav,kick_0179,Kick,0,0.4307482993197279,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0001.wav,closedhat_0001,Closed Hat,0,0.15206349206349207,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0302.wav,kick_0302,Kick,0,0.37759637188208617,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0172.wav,kick_0172,Kick,0,0.3166439909297052,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0078.wav,closedhat_0078,Closed Hat,0,0.42412698412698413,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0037.wav,kick_0037,Kick,0,0.2769160997732426,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0361.wav,kick_0361,Kick,0,0.7430385487528345,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0237.wav,closedhat_0237,Closed Hat,0,0.06326530612244897,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0077.wav,kick_0077,Kick,0,0.5185487528344671,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0079.wav,openhat_0079,Open Hat,0,4.071428571428571,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0159.wav,kick_0159,Kick,0,0.44108843537414966,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0151.wav,closedhat_0151,Closed Hat,0,0.0871201814058957,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0130.wav,kick_0130,Kick,0,0.21292517006802722,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0299.wav,kick_0299,Kick,0,0.23464852607709752,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0035.wav,kick_0035,Kick,0,0.18421768707482994,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0098.wav,kick_0098,Kick,0,0.20820861678004535,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0265.wav,kick_0265,Kick,0,0.1906122448979592,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0200.wav,kick_0200,Kick,0,0.3703401360544218,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0078.wav,kick_0078,Kick,0,0.8215873015873015,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0186.wav,closedhat_0186,Closed Hat,0,0.17895691609977324,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0221.wav,kick_0221,Kick,0,0.24562358276643992,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0174.wav,closedhat_0174,Closed Hat,0,0.85718820861678,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0137.wav,closedhat_0137,Closed Hat,0,0.11183673469387755,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0310.wav,kick_0310,Kick,0,0.8404081632653061,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0308.wav,kick_0308,Kick,0,0.4801360544217687,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0047.wav,closedhat_0047,Closed Hat,0,0.16104308390022676,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0187.wav,closedhat_0187,Closed Hat,0,0.04789115646258504,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0257.wav,kick_0257,Kick,0,0.28444444444444444,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0292.wav,kick_0292,Kick,0,0.2857142857142857,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0174.wav,kick_0174,Kick,0,0.49691609977324264,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0060.wav,closedhat_0060,Closed Hat,0,5.17859410430839,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0027.wav,kick_0027,Kick,0,0.19741496598639455,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0171.wav,kick_0171,Kick,0,0.8491609977324263,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0059.wav,closedhat_0059,Closed Hat,0,0.12290249433106576,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0168.wav,closedhat_0168,Closed Hat,0,1.8509750566893424,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0065.wav,kick_0065,Kick,0,0.42412698412698413,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0084.wav,kick_0084,Kick,0,0.2054421768707483,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0403.wav,kick_0403,Kick,0,1.3728798185941042,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0273.wav,kick_0273,Kick,0,0.20204081632653062,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0042.wav,openhat_0042,Open Hat,0,0.56,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0112.wav,closedhat_0112,Closed Hat,0,0.20979591836734693,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0099.wav,kick_0099,Kick,0,0.2550566893424036,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0028.wav,openhat_0028,Open Hat,0,0.7,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0007.wav,closedhat_0007,Closed Hat,0,0.43197278911564624,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0081.wav,closedhat_0081,Closed Hat,0,0.26077097505668934,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0106.wav,kick_0106,Kick,0,0.3137414965986395,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0348.wav,kick_0348,Kick,0,0.09741496598639456,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0039.wav,kick_0039,Kick,0,0.2493424036281179,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0065.wav,closedhat_0065,Closed Hat,0,0.20834467120181405,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0196.wav,kick_0196,Kick,0,0.19900226757369616,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0125.wav,kick_0125,Kick,0,1.4117460317460317,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0094.wav,closedhat_0094,Closed Hat,0,0.1765986394557823,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0304.wav,kick_0304,Kick,0,0.4547845804988662,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0275.wav,kick_0275,Kick,0,0.2728798185941043,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0378.wav,kick_0378,Kick,0,0.9812244897959184,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0088.wav,openhat_0088,Open Hat,0,1.7268480725623583,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0110.wav,openhat_0110,Open Hat,0,1.8923356009070296,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0199.wav,kick_0199,Kick,0,0.4705668934240363,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0281.wav,kick_0281,Kick,0,1.033015873015873,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0236.wav,closedhat_0236,Closed Hat,0,1.8461678004535147,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0227.wav,kick_0227,Kick,0,0.211156462585034,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0068.wav,openhat_0068,Open Hat,0,0.5446712018140589,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0037.wav,openhat_0037,Open Hat,0,1.1249886621315193,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0010.wav,closedhat_0010,Closed Hat,0,0.7977777777777778,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/kick_0350.wav,kick_0350,Kick,0,0.28834467120181406,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/kick_0313.wav,kick_0313,Kick,0,0.6891156462585034,0,1,0.0,1.0,0.0,0.0,0.0
/content/drive/MyDrive/Drums/closedhat_0188.wav,closedhat_0188,Closed Hat,0,0.09002267573696145,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0115.wav,closedhat_0115,Closed Hat,0,0.08199546485260771,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0220.wav,closedhat_0220,Closed Hat,0,5.160725623582766,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/closedhat_0157.wav,closedhat_0157,Closed Hat,0,0.3871655328798186,4,4,0.0,0.0,0.0,0.0,1.0
/content/drive/MyDrive/Drums/openhat_0041.wav,openhat_0041,Open Hat,0,0.42462585034013606,3,2,0.0,0.0,1.0,0.0,0.0
/content/drive/MyDrive/Drums/openhat_0097.wav,openhat_0097,Open Hat,0,0.9419954648526077,3,2,0.0,0.0,1.0,0.0,0.0
